original_text,text,label
Any Malayalies   Rajani Sir Hit like Here,any malayalies rajani sir hit like here,unknown_state
chinna pulla thanamaala irukku graphics! XD XD,chinna pulla thanamaala irukku graphics! xd xd,Positive
Thalaiva ungalku vayasu ellam kidayathu your your the king of tamil cinema,thalaiva ungalku vayasu ellam kidayathu your your the king of tamil cinema,Negative
all time super star rajinikanth sir,all time super star rajinikanth sir,Positive
Wow bangam  sema mass  Indian cinima pride,wow bangam sema mass indian cinima pride,Positive
Hindi fan but still here hit like,hindi fan but still here hit like,Positive
Semma sankar sir I love rajini,semma sankar sir i love rajini,Positive
Hit like for  rajini sir  fan,hit like for rajini sir fan,Positive
Isse 1000000 times better h zero ka trailer,isse 1000000 times better h zero ka trailer,Negative
Story la attraction kammi ah irukuramathiri irukeaaa,story la attraction kammi ah irukuramathiri irukeaaa,Negative
Oru reality kedaikala VFX not good,oru reality kedaikala vfx not good,Negative
Rajni is back to bang Again,rajni is back to bang again,Positive
Bhai mubarak ho 1 Million subscriber,bhai mubarak ho 1 million subscriber,Mixed_feelings
Intha budgetku oru tharamana animated film eduthurukalam,intha budgetku oru tharamana animated film eduthurukalam,Positive
2. 0  movie fans Like button Like now,2. 0 movie fans like button like now,Positive
Mokkaa graphics idhukaa da evlo nall waitinguu,mokkaa graphics idhukaa da evlo nall waitinguu,Negative
God of Indian Cinema Super Star RAJINIKANTH.... Thalaivaaaaaaaaaaa.... MaraNa BangaM....  Inimel Hollywood'ke Nama Dha Level....,god of indian cinema super star rajinikanth.... thalaivaaaaaaaaaaa.... marana bangam.... inimel hollywood'ke nama dha level....,Negative
Mobile chor bna dala akki ko,mobile chor bna dala akki ko,not-Tamil
Hollywood padathai paarthu kollywood pottukkitta soodu ithu,hollywood padathai paarthu kollywood pottukkitta soodu ithu,not-Tamil
I will set ur screens on,i will set ur screens on,Negative
Ak looking amazing super looking suppperrr..,ak looking amazing super looking suppperrr..,Positive
Shanker sir hard work keeps tamilan in  international stage.. superb...,shanker sir hard work keeps tamilan in international stage.. superb...,Mixed_feelings
Dub k like te dub  k support,dub k like te dub k support,Negative
Late ta vanthalum sure shot ta adikanum.. Nan padatha sonnen... Thalaivar sema mass,late ta vanthalum sure shot ta adikanum.. nan padatha sonnen... thalaivar sema mass,Mixed_feelings
2000 crore fix 2000-500=1500 crore ka profit🤑,2000 crore fix 2000-500=1500 crore ka profit🤑,Mixed_feelings
Indian cinima in next level  #ARR #sankar #Rajini,indian cinima in next level arr sankar rajini,Positive
Wish u to  Surya Anna fanse,wish u to surya anna fanse,Positive
First mobile akshay pudinganathe shivakumar sir oda phone dhaan.. Adha edit pannitaanga.. Anti mobilians,first mobile akshay pudinganathe shivakumar sir oda phone dhaan.. adha edit pannitaanga.. anti mobilians,Negative
Otha theatre la paaka poravana nenacha daan paavama irku...ommala sound la thala vedichi sethuruvaan ila...kadha kekama poirum kandipa,otha theatre la paaka poravana nenacha daan paavama irku...ommala sound la thala vedichi sethuruvaan ila...kadha kekama poirum kandipa,unknown_state
Intha age la ipudi act panna mudiuma omg,intha age la ipudi act panna mudiuma omg,Negative
Hitt like button  for. Hindi. Trailer #2.0#hinditrailer,hitt like button for. hindi. trailer 2.0 hinditrailer,not-Tamil
"Avaru coloura parya,avaru nadaya parra,avaru styla parya","avaru coloura parya,avaru nadaya parra,avaru styla parya",Positive
Ithuku thaana sivakumar cell phone a thatti vittaru,ithuku thaana sivakumar cell phone a thatti vittaru,Mixed_feelings
Cast rajini nu pathil vera yarachum pannirukalam,cast rajini nu pathil vera yarachum pannirukalam,Positive
Vera level trailer..... Thalaivaaaaaaa waiting,vera level trailer..... thalaivaaaaaaa waiting,Negative
itna ghatiya hai trailar lag raha hai  ko tv serial dekh rahe hai thu hai aise trailar par,itna ghatiya hai trailar lag raha hai ko tv serial dekh rahe hai thu hai aise trailar par,Negative
Apppapa mudiala pa... extended teaser ...Shankar big flop,apppapa mudiala pa... extended teaser ...shankar big flop,Positive
Padathula vfx irruka?? - padamey Vfx ah irrukuda,padathula vfx irruka?? - padamey vfx ah irrukuda,Positive
Dai ithu paka Telugu pada trailer dubbing pana Mari iruku da,dai ithu paka telugu pada trailer dubbing pana mari iruku da,Negative
"Ore time la 2,3sotting powaru pola","ore time la 2,3sotting powaru pola",Negative
Anna Telugu loo kuda thiyandii anna,anna telugu loo kuda thiyandii anna,not-Tamil
Supr trailer machha semma mass eriku  I'm from Karnataka,supr trailer machha semma mass eriku i'm from karnataka,Positive
Ippe likes ku pitchai edutu sila potte nayinge varunggele,ippe likes ku pitchai edutu sila potte nayinge varunggele,Negative
Enada ellam Telugu audience comments.a iruku,enada ellam telugu audience comments.a iruku,unknown_state
Wow mass trailer in sanga tamizhan,wow mass trailer in sanga tamizhan,Positive
Trouble treat makkal selvan fans like it,trouble treat makkal selvan fans like it,Positive
Pakka Mass daa. Die Hard fans from Telugu. Superb Abba..,pakka mass daa. die hard fans from telugu. superb abba..,Positive
Sangathamilanin unmaiyana ovvoru rashanum like pannu,sangathamilanin unmaiyana ovvoru rashanum like pannu,unknown_state
Diwali release na semmaya irukkum..,diwali release na semmaya irukkum..,unknown_state
Sethu sir eppadi padam panna aalu ippadi vanthu yulutingala..,sethu sir eppadi padam panna aalu ippadi vanthu yulutingala..,Negative
Anna ne epomay varaa level naaa...,anna ne epomay varaa level naaa...,Positive
Vijay sethupathi annaku nadipu but dance..🤔🤔,vijay sethupathi annaku nadipu but dance..🤔🤔,Mixed_feelings
Padathuku Mokkai Director u ena nadaka poguthu,padathuku mokkai director u ena nadaka poguthu,Negative
Kandipa padam flop reason soori 🤣🤣🤣and the great villan pakara apo ve sema bayama iruku,kandipa padam flop reason soori 🤣🤣🤣and the great villan pakara apo ve sema bayama iruku,Mixed_feelings
Blue sattai review semmaiya irukkum,blue sattai review semmaiya irukkum,Positive
Sethupathikku aduthu sema action block irukku,sethupathikku aduthu sema action block irukku,Positive
11 hours 1m views on 67 like mass,11 hours 1m views on 67 like mass,Positive
Iron man fans dis like podunga intha vidio kku,iron man fans dis like podunga intha vidio kku,unknown_state
Enaku enamo ella kadhaiyum kalandha madhiri oru feeling,enaku enamo ella kadhaiyum kalandha madhiri oru feeling,Negative
My chellakutty always mass  love u VSP,my chellakutty always mass love u vsp,Positive
All the best from karnataka king D BOSS Fans,all the best from karnataka king d boss fans,Positive
Vijay sethupathi anna semma mass unga voiceku na adimy bro melum ungaludaya movie vettriyadiya valthukkal,vijay sethupathi anna semma mass unga voiceku na adimy bro melum ungaludaya movie vettriyadiya valthukkal,Positive
Please depavali release pannunga familya Vara semiya erukum,please depavali release pannunga familya vara semiya erukum,unknown_state
neee thepavaliki thalapathy kuda vara namakida un  mass edipadathu mapulla,neee thepavaliki thalapathy kuda vara namakida un mass edipadathu mapulla,unknown_state
Hope it is not Rekka 2,hope it is not rekka 2,Mixed_feelings
intha voice a kettale ore kaduppahudhu,intha voice a kettale ore kaduppahudhu,Negative
Innoru mokka masala paadama . Yenda ??? Sethupathi mathiri Oru padam edupan partha Rekka mathiri edukuranuga,innoru mokka masala paadama . yenda ??? sethupathi mathiri oru padam edupan partha rekka mathiri edukuranuga,Mixed_feelings
R A A S H I K H A N N A,r a a s h i k h a n n a,unknown_state
Nxt farmers script blue sattai Maran,nxt farmers script blue sattai maran,unknown_state
Vijay sethupathi sir Iam big fan telangana plz release in telugu,vijay sethupathi sir iam big fan telangana plz release in telugu,unknown_state
Enga Anna varurua Ella uthkittu enga ana Vijay setepathei,enga anna varurua ella uthkittu enga ana vijay setepathei,Negative
Same.vjs fans pakka like podranghalo elliyo .nalla manasu erukurongho pottave podho. Padamu theater le poi paarungho rombooooooo nalladhu,same.vjs fans pakka like podranghalo elliyo .nalla manasu erukurongho pottave podho. padamu theater le poi paarungho rombooooooo nalladhu,unknown_state
Tamil cinema la itha vida pudhu storyline Vera ethuvum kidayathu,tamil cinema la itha vida pudhu storyline vera ethuvum kidayathu,Negative
Vijay Sethupathi ku action set aagadhu..paapom...,vijay sethupathi ku action set aagadhu..paapom...,Mixed_feelings
Nalatha iruku... Aana dhool movie koncham varuthu... Parpomm,nalatha iruku... aana dhool movie koncham varuthu... parpomm,Mixed_feelings
Paaa mass Makkalselvan...Epudi ungala pakkaa thn asapadrom,paaa mass makkalselvan...epudi ungala pakkaa thn asapadrom,Positive
Nalla irukku trailer Semmma dialog delivery Makkal Selva  Waiting for uu,nalla irukku trailer semmma dialog delivery makkal selva waiting for uu,Positive
Bgm evanda pottadhu dsp paiyana irupaan pola veenaponavan,bgm evanda pottadhu dsp paiyana irupaan pola veenaponavan,Negative
Y not setupati all new movies telghu dubbed,y not setupati all new movies telghu dubbed,unknown_state
Ivaru ipadiye nadicharuna veetuku poga vendiyathan Nala story la nadichatha vj,ivaru ipadiye nadicharuna veetuku poga vendiyathan nala story la nadichatha vj,Negative
Kamala song sema . Video vitingna jolly ah poiruven,kamala song sema . video vitingna jolly ah poiruven,Positive
Superb  Vivek Mervin pinnitinga ponga... Ungalukagave padam pakanum,superb vivek mervin pinnitinga ponga... ungalukagave padam pakanum,Positive
Bigil avathu mairavathu book pandra Sanga tamizhan.. Trailer and VJS dialouges Bangam,bigil avathu mairavathu book pandra sanga tamizhan.. trailer and vjs dialouges bangam,Mixed_feelings
Vaa Thala vaa Thala vaa Thala I'm Waiting,vaa thala vaa thala vaa thala i'm waiting,unknown_state
Adenna da ellarum gramatta kappatardu vyavasayatta kapthrennnu,adenna da ellarum gramatta kappatardu vyavasayatta kapthrennnu,Negative
VJ's unaku thaan dance varalala.... makka kelanguthappa- oda niruthika vendiythu thane.....,vj's unaku thaan dance varalala.... makka kelanguthappa- oda niruthika vendiythu thane.....,Negative
Trailer looks like rekka & junga. Expecting more from makkal selvan...,trailer looks like rekka & junga. expecting more from makkal selvan...,Negative
I feel its a dual role,i feel its a dual role,unknown_state
Will blockbuster Yes - Like  No - Comment,will blockbuster yes - like no - comment,unknown_state
Make up konjam kooda illa but semma mass vj anna,make up konjam kooda illa but semma mass vj anna,Positive
Same to bro  fast a kathkkuvoo,same to bro fast a kathkkuvoo,Positive
Ada poonga bass.  Kaathu valikuthu,ada poonga bass. kaathu valikuthu,Negative
నాకిష్టమైన తమిళ హీరో విజయ్ సేతుపతి సార్ ఫ్యాన్ ఆఫ్ తమిళ్ మూవీ,నాకిష్టమైన తమిళ హీరో విజయ్ సేతుపతి సార్ ఫ్యాన్ ఆఫ్ తమిళ్ మూవీ,not-Tamil
Nallave illa.....  ipd over ah panni panni tha ippo vijay sethu pathi romba keela vantaru,nallave illa..... ipd over ah panni panni tha ippo vijay sethu pathi romba keela vantaru,Negative
Ennangada cmnt full ah ...matha state aalunga tha irukkangavjs,ennangada cmnt full ah ...matha state aalunga tha irukkangavjs,unknown_state
"Rekka part 2 va illama irundha, மகிழ்ச்சி","rekka part 2 va illama irundha, மகிழ்ச்சி",Mixed_feelings
Sethupathi padam pakkum pothu irutha mass scenes niyabagam varudhu,sethupathi padam pakkum pothu irutha mass scenes niyabagam varudhu,Positive
Padam peru #Sangathamizhan Producer yaru na #BharathiREDDY :/  What an irony!,padam peru sangathamizhan producer yaru na bharathireddy :/ what an irony!,Negative
Vera lvl sethu Anna dialogue  maranaaa mass eagerly waiting,vera lvl sethu anna dialogue maranaaa mass eagerly waiting,Positive
Neega Vena mass ah irukalam aana en mass Enna nu theriyathula October la katren  Super thala,neega vena mass ah irukalam aana en mass enna nu theriyathula october la katren super thala,Positive
Kamarajar ayya va tholvi adaiya vaitha tamilnadu thana ongkaluku last vara oru nalla thalaivar kuda vara mattan da,kamarajar ayya va tholvi adaiya vaitha tamilnadu thana ongkaluku last vara oru nalla thalaivar kuda vara mattan da,Negative
Padam Vera level vetri pera vaazhthukkal,padam vera level vetri pera vaazhthukkal,Positive
Mass Vjs... Veere veere level,mass vjs... veere veere level,Positive
Intro dialogue vsp Anna Ku Correct Aana dialogue,intro dialogue vsp anna ku correct aana dialogue,Positive
ura mass Jai  Vijay sethupathi,ura mass jai vijay sethupathi,Positive
Eva vera ana vona ponnuga manasunla ninukura/ after watching kapaan movie,eva vera ana vona ponnuga manasunla ninukura/ after watching kapaan movie,Positive
Like rekka.. Namma veetu Pillai .kuda vidalam.. Mass ah irukum,like rekka.. namma veetu pillai .kuda vidalam.. mass ah irukum,Positive
Innum evlo varusam daan idey concept tamil cinema le varumo,innum evlo varusam daan idey concept tamil cinema le varumo,Negative
"Saguni padam madhiri theriudhu,soori irukkuradha pardha romba bayama irukkudhu","saguni padam madhiri theriudhu,soori irukkuradha pardha romba bayama irukkudhu",Mixed_feelings
Sundra pandiyan la paatha maaariyae illa,sundra pandiyan la paatha maaariyae illa,Mixed_feelings
i am Chiranjeevi sir big fan but vijai sir acting I like,i am chiranjeevi sir big fan but vijai sir acting i like,Positive
Vijay sethupathi anna oru katathula tharamana padangal kuduthingaa ippo mass films kudukarangra perula mokka padamaa kudukiringaaa,vijay sethupathi anna oru katathula tharamana padangal kuduthingaa ippo mass films kudukarangra perula mokka padamaa kudukiringaaa,Mixed_feelings
Soori erkapla vera lvl ah erkum pola 🤣,soori erkapla vera lvl ah erkum pola 🤣,Negative
"thambi mela irukkanavum,keela oru naal varuvaan.....","thambi mela irukkanavum,keela oru naal varuvaan.....",unknown_state
evolo nal achu indha mari mass dialogue oda padam pathu.. orae bayam suri mattum,evolo nal achu indha mari mass dialogue oda padam pathu.. orae bayam suri mattum,Mixed_feelings
"Ini jenmathhuku meethane, hydrocarbon pathhi nenachi kooda paaka mudiyaadhu corporates.. Ela padamum ini adhapathi daan..","ini jenmathhuku meethane, hydrocarbon pathhi nenachi kooda paaka mudiyaadhu corporates.. ela padamum ini adhapathi daan..",unknown_state
I’m from kannadigaa u r Big fan sir,i’m from kannadigaa u r big fan sir,Positive
Ayyayoo Suri innum sami2 singam3 Mari comedy panraare,ayyayoo suri innum sami2 singam3 mari comedy panraare,Negative
Knjam body maintain panna...inum nalla iruparu...,knjam body maintain panna...inum nalla iruparu...,Mixed_feelings
It's looks like Ramayya vastavayya telugu movie 🤔🤔🤔🤔🤔🤔🤔🤔🤔,it's looks like ramayya vastavayya telugu movie 🤔🤔🤔🤔🤔🤔🤔🤔🤔,Mixed_feelings
Unga mass epavume vera level ji...,unga mass epavume vera level ji...,Positive
Vivek -Mervin very hard working this movie     Makkal selven kerala fans like,vivek -mervin very hard working this movie makkal selven kerala fans like,Positive
